time,MAC,packet
2025-09-18 12:23:49.614821,ca:01:07:3b:00:08,###[ Ethernet ]### dst = 00:0c:29:c2:dc:18 src = ca:01:07:3b:00:08 type = IPv4 ###[ IP ]### version = 4 ihl = 5 tos = 0xc0 len = 56 id = 15161 flags = frag = 0 ttl = 255 proto = icmp chksum = 0xfe76 src = 192.168.0.1 dst = 192.168.0.3 \options \ ###[ ICMP ]### type = dest-unreach code = port-unreachable chksum = 0x98b0 reserved = 0 length = 0 nexthopmtu= 0 unused = b'' extpad = b'' ext = None ###[ IP in ICMP ]### version = 4 ihl = 5 tos = 0x0 len = 78 id = 54882 flags = DF frag = 0 ttl = 63 proto = udp chksum = 0xe3e7 src = 192.168.0.3 dst = 192.168.0.1 \options \ ###[ UDP in ICMP ]### sport = 11039 dport = domain len = 58 chksum = 0x38be
2025-09-18 12:23:49.614822,ca:01:07:3b:00:08,###[ Ethernet ]### dst = 00:0c:29:c2:dc:18 src = ca:01:07:3b:00:08 type = IPv4 ###[ IP ]### version = 4 ihl = 5 tos = 0xc0 len = 56 id = 15162 flags = frag = 0 ttl = 255 proto = icmp chksum = 0xfe75 src = 192.168.0.1 dst = 192.168.0.3 \options \ ###[ ICMP ]### type = dest-unreach code = port-unreachable chksum = 0xef64 reserved = 0 length = 0 nexthopmtu= 0 unused = b'' extpad = b'' ext = None ###[ IP in ICMP ]### version = 4 ihl = 5 tos = 0x0 len = 78 id = 18770 flags = DF frag = 0 ttl = 63 proto = udp chksum = 0x70f8 src = 192.168.0.3 dst = 192.168.0.1 \options \ ###[ UDP in ICMP ]### sport = 17663 dport = domain len = 58 chksum = 0xc829
2025-09-18 12:23:49.614879,ca:01:07:3b:00:08,###[ Ethernet ]### dst = 00:0c:29:c2:dc:18 src = ca:01:07:3b:00:08 type = IPv4 ###[ IP ]### version = 4 ihl = 5 tos = 0xc0 len = 56 id = 15163 flags = frag = 0 ttl = 255 proto = icmp chksum = 0xfe74 src = 192.168.0.1 dst = 192.168.0.3 \options \ ###[ ICMP ]### type = dest-unreach code = port-unreachable chksum = 0x62be reserved = 0 length = 0 nexthopmtu= 0 unused = b'' extpad = b'' ext = None ###[ IP in ICMP ]### version = 4 ihl = 5 tos = 0x0 len = 78 id = 17152 flags = DF frag = 0 ttl = 63 proto = udp chksum = 0x774a src = 192.168.0.3 dst = 192.168.0.1 \options \ ###[ UDP in ICMP ]### sport = 63131 dport = domain len = 58 chksum = 0xa333
2025-09-18 12:23:49.625265,ca:01:07:3b:00:08,###[ Ethernet ]### dst = 00:0c:29:c2:dc:18 src = ca:01:07:3b:00:08 type = IPv4 ###[ IP ]### version = 4 ihl = 5 tos = 0xc0 len = 56 id = 15164 flags = frag = 0 ttl = 255 proto = icmp chksum = 0xfe73 src = 192.168.0.1 dst = 192.168.0.3 \options \ ###[ ICMP ]### type = dest-unreach code = port-unreachable chksum = 0xb18c reserved = 0 length = 0 nexthopmtu= 0 unused = b'' extpad = b'' ext = None ###[ IP in ICMP ]### version = 4 ihl = 5 tos = 0x0 len = 78 id = 45337 flags = DF frag = 0 ttl = 63 proto = udp chksum = 0x931 src = 192.168.0.3 dst = 192.168.0.1 \options \ ###[ UDP in ICMP ]### sport = 28944 dport = domain len = 58 chksum = 0xd9f0
2025-09-18 12:23:49.625592,ca:01:07:3b:00:08,###[ Ethernet ]### dst = 00:0c:29:c2:dc:18 src = ca:01:07:3b:00:08 type = IPv4 ###[ IP ]### version = 4 ihl = 5 tos = 0xc0 len = 56 id = 15165 flags = frag = 0 ttl = 255 proto = icmp chksum = 0xfe72 src = 192.168.0.1 dst = 192.168.0.3 \options \ ###[ ICMP ]### type = dest-unreach code = port-unreachable chksum = 0x785c reserved = 0 length = 0 nexthopmtu= 0 unused = b'' extpad = b'' ext = None ###[ IP in ICMP ]### version = 4 ihl = 5 tos = 0x0 len = 78 id = 58722 flags = DF frag = 0 ttl = 63 proto = udp chksum = 0xd4e7 src = 192.168.0.3 dst = 192.168.0.1 \options \ ###[ UDP in ICMP ]### sport = 21988 dport = domain len = 58 chksum = 0x2e4d
2025-09-18 12:23:49.625666,ca:01:07:3b:00:08,###[ Ethernet ]### dst = 00:0c:29:c2:dc:18 src = ca:01:07:3b:00:08 type = IPv4 ###[ IP ]### version = 4 ihl = 5 tos = 0xc0 len = 56 id = 15166 flags = frag = 0 ttl = 255 proto = icmp chksum = 0xfe71 src = 192.168.0.1 dst = 192.168.0.3 \options \ ###[ ICMP ]### type = dest-unreach code = port-unreachable chksum = 0xbc0b reserved = 0 length = 0 nexthopmtu= 0 unused = b'' extpad = b'' ext = None ###[ IP in ICMP ]### version = 4 ihl = 5 tos = 0x0 len = 78 id = 8036 flags = DF frag = 0 ttl = 63 proto = udp chksum = 0x9ae6 src = 192.168.0.3 dst = 192.168.0.1 \options \ ###[ UDP in ICMP ]### sport = 8027 dport = domain len = 58 chksum = 0x2127
2025-09-18 12:23:49.635872,ca:01:07:3b:00:08,###[ Ethernet ]### dst = 00:0c:29:c2:dc:18 src = ca:01:07:3b:00:08 type = IPv4 ###[ IP ]### version = 4 ihl = 5 tos = 0xc0 len = 56 id = 15167 flags = frag = 0 ttl = 255 proto = icmp chksum = 0xfe70 src = 192.168.0.1 dst = 192.168.0.3 \options \ ###[ ICMP ]### type = dest-unreach code = port-unreachable chksum = 0x8daf reserved = 0 length = 0 nexthopmtu= 0 unused = b'' extpad = b'' ext = None ###[ IP in ICMP ]### version = 4 ihl = 5 tos = 0x0 len = 78 id = 32835 flags = DF frag = 0 ttl = 63 proto = udp chksum = 0x3a07 src = 192.168.0.3 dst = 192.168.0.1 \options \ ###[ UDP in ICMP ]### sport = 46733 dport = domain len = 58 chksum = 0xb850
2025-09-18 12:23:49.635872,ca:01:07:3b:00:08,###[ Ethernet ]### dst = 00:0c:29:c2:dc:18 src = ca:01:07:3b:00:08 type = IPv4 ###[ IP ]### version = 4 ihl = 5 tos = 0xc0 len = 56 id = 15168 flags = frag = 0 ttl = 255 proto = icmp chksum = 0xfe6f src = 192.168.0.1 dst = 192.168.0.3 \options \ ###[ ICMP ]### type = dest-unreach code = port-unreachable chksum = 0xc3cf reserved = 0 length = 0 nexthopmtu= 0 unused = b'' extpad = b'' ext = None ###[ IP in ICMP ]### version = 4 ihl = 5 tos = 0x0 len = 78 id = 32836 flags = DF frag = 0 ttl = 63 proto = udp chksum = 0x3a06 src = 192.168.0.3 dst = 192.168.0.1 \options \ ###[ UDP in ICMP ]### sport = 46733 dport = domain len = 58 chksum = 0x8230
2025-09-18 12:23:49.647742,ca:01:07:3b:00:08,###[ Ethernet ]### dst = 00:0c:29:c2:dc:18 src = ca:01:07:3b:00:08 type = IPv4 ###[ IP ]### version = 4 ihl = 5 tos = 0xc0 len = 56 id = 15169 flags = frag = 0 ttl = 255 proto = icmp chksum = 0xfe6e src = 192.168.0.1 dst = 192.168.0.3 \options \ ###[ ICMP ]### type = dest-unreach code = port-unreachable chksum = 0x8daf reserved = 0 length = 0 nexthopmtu= 0 unused = b'' extpad = b'' ext = None ###[ IP in ICMP ]### version = 4 ihl = 5 tos = 0x0 len = 78 id = 41515 flags = DF frag = 0 ttl = 63 proto = udp chksum = 0x181f src = 192.168.0.3 dst = 192.168.0.1 \options \ ###[ UDP in ICMP ]### sport = 34430 dport = domain len = 58 chksum = 0xe85f
2025-09-18 12:23:49.647813,ca:01:07:3b:00:08,###[ Ethernet ]### dst = 00:0c:29:c2:dc:18 src = ca:01:07:3b:00:08 type = IPv4 ###[ IP ]### version = 4 ihl = 5 tos = 0xc0 len = 56 id = 15170 flags = frag = 0 ttl = 255 proto = icmp chksum = 0xfe6d src = 192.168.0.1 dst = 192.168.0.3 \options \ ###[ ICMP ]### type = dest-unreach code = port-unreachable chksum = 0xc3cf reserved = 0 length = 0 nexthopmtu= 0 unused = b'' extpad = b'' ext = None ###[ IP in ICMP ]### version = 4 ihl = 5 tos = 0x0 len = 78 id = 41516 flags = DF frag = 0 ttl = 63 proto = udp chksum = 0x181e src = 192.168.0.3 dst = 192.168.0.1 \options \ ###[ UDP in ICMP ]### sport = 34430 dport = domain len = 58 chksum = 0xb23f
2025-09-18 12:23:52.207905,00:0c:29:77:3b:af,"###[ Ethernet ]### dst = 33:33:00:00:00:16 src = 00:0c:29:77:3b:af type = IPv6 ###[ IPv6 ]### version = 6 tc = 0 fl = 0 plen = 116 nh = Hop-by-Hop Option Header hlim = 1 src = fe80::535:7b17:55d2:b0ca dst = ff02::16 ###[ IPv6 Extension Header - Hop-by-Hop Options Header ]### nh = ICMPv6 len = 0 autopad = On \options \ |###[ Router Alert ]### | otype = Router Alert [00: skip, 0: Don't change en-route] | optlen = 2 | value = Datagram contains a MLD message |###[ PadN ]### | otype = PadN [00: skip, 0: Don't change en-route] | optlen = 0 | optdata = b'' ###[ MLDv2 - Multicast Listener Report ]### type = MLD Report Version 2 res = 0 cksum = 0x77e2 reserved = 0 records_number= 5 \records \ |###[ ICMPv6 MLDv2 - Multicast Address Record ]### | rtype = 2 | auxdata_len= 0 | sources_number= 0 | dst = ff02::1:ffd2:b0ca | sources = [ ] | auxdata = b'' |###[ ICMPv6 MLDv2 - Multicast Address Record ]### | rtype = 2 | auxdata_len= 0 | sources_number= 0 | dst = ff02::c | sources = [ ] | auxdata = b'' |###[ ICMPv6 MLDv2 - Multicast Address Record ]### | rtype = 2 | auxdata_len= 0 | sources_number= 0 | dst = ff02::1:ff21:be12 | sources = [ ] | auxdata = b'' |###[ ICMPv6 MLDv2 - Multicast Address Record ]### | rtype = 2 | auxdata_len= 0 | sources_number= 0 | dst = ff02::1:3 | sources = [ ] | auxdata = b'' |###[ ICMPv6 MLDv2 - Multicast Address Record ]### | rtype = 2 | auxdata_len= 0 | sources_number= 0 | dst = ff02::fb | sources = [ ] | auxdata = b''"
2025-09-18 12:23:52.209141,00:0c:29:77:3b:af,"###[ Ethernet ]### dst = 33:33:00:00:00:16 src = 00:0c:29:77:3b:af type = IPv6 ###[ IPv6 ]### version = 6 tc = 0 fl = 0 plen = 116 nh = Hop-by-Hop Option Header hlim = 1 src = fe80::535:7b17:55d2:b0ca dst = ff02::16 ###[ IPv6 Extension Header - Hop-by-Hop Options Header ]### nh = ICMPv6 len = 0 autopad = On \options \ |###[ Router Alert ]### | otype = Router Alert [00: skip, 0: Don't change en-route] | optlen = 2 | value = Datagram contains a MLD message |###[ PadN ]### | otype = PadN [00: skip, 0: Don't change en-route] | optlen = 0 | optdata = b'' ###[ MLDv2 - Multicast Listener Report ]### type = MLD Report Version 2 res = 0 cksum = 0x77e2 reserved = 0 records_number= 5 \records \ |###[ ICMPv6 MLDv2 - Multicast Address Record ]### | rtype = 2 | auxdata_len= 0 | sources_number= 0 | dst = ff02::1:ffd2:b0ca | sources = [ ] | auxdata = b'' |###[ ICMPv6 MLDv2 - Multicast Address Record ]### | rtype = 2 | auxdata_len= 0 | sources_number= 0 | dst = ff02::c | sources = [ ] | auxdata = b'' |###[ ICMPv6 MLDv2 - Multicast Address Record ]### | rtype = 2 | auxdata_len= 0 | sources_number= 0 | dst = ff02::1:ff21:be12 | sources = [ ] | auxdata = b'' |###[ ICMPv6 MLDv2 - Multicast Address Record ]### | rtype = 2 | auxdata_len= 0 | sources_number= 0 | dst = ff02::1:3 | sources = [ ] | auxdata = b'' |###[ ICMPv6 MLDv2 - Multicast Address Record ]### | rtype = 2 | auxdata_len= 0 | sources_number= 0 | dst = ff02::fb | sources = [ ] | auxdata = b''"
2025-09-18 12:23:52.211614,ca:01:07:3b:00:08,"###[ Ethernet ]### dst = 33:33:00:00:00:16 src = ca:01:07:3b:00:08 type = IPv6 ###[ IPv6 ]### version = 6 tc = 224 fl = 0 plen = 76 nh = Hop-by-Hop Option Header hlim = 1 src = fe80::c801:7ff:fe3b:8 dst = ff02::16 ###[ IPv6 Extension Header - Hop-by-Hop Options Header ]### nh = ICMPv6 len = 0 autopad = On \options \ |###[ Router Alert ]### | otype = Router Alert [00: skip, 0: Don't change en-route] | optlen = 2 | value = Datagram contains a MLD message |###[ PadN ]### | otype = PadN [00: skip, 0: Don't change en-route] | optlen = 0 | optdata = b'' ###[ MLDv2 - Multicast Listener Report ]### type = MLD Report Version 2 res = 0 cksum = 0xa34c reserved = 0 records_number= 3 \records \ |###[ ICMPv6 MLDv2 - Multicast Address Record ]### | rtype = 2 | auxdata_len= 0 | sources_number= 0 | dst = ff02::2 | sources = [ ] | auxdata = b'' |###[ ICMPv6 MLDv2 - Multicast Address Record ]### | rtype = 2 | auxdata_len= 0 | sources_number= 0 | dst = ff02::1:ff00:1 | sources = [ ] | auxdata = b'' |###[ ICMPv6 MLDv2 - Multicast Address Record ]### | rtype = 2 | auxdata_len= 0 | sources_number= 0 | dst = ff02::1:ff3b:8 | sources = [ ] | auxdata = b''"
2025-09-18 12:23:52.212696,ca:01:07:3b:00:08,"###[ Ethernet ]### dst = 33:33:00:00:00:16 src = ca:01:07:3b:00:08 type = IPv6 ###[ IPv6 ]### version = 6 tc = 224 fl = 0 plen = 76 nh = Hop-by-Hop Option Header hlim = 1 src = fe80::c801:7ff:fe3b:8 dst = ff02::16 ###[ IPv6 Extension Header - Hop-by-Hop Options Header ]### nh = ICMPv6 len = 0 autopad = On \options \ |###[ Router Alert ]### | otype = Router Alert [00: skip, 0: Don't change en-route] | optlen = 2 | value = Datagram contains a MLD message |###[ PadN ]### | otype = PadN [00: skip, 0: Don't change en-route] | optlen = 0 | optdata = b'' ###[ MLDv2 - Multicast Listener Report ]### type = MLD Report Version 2 res = 0 cksum = 0xa34c reserved = 0 records_number= 3 \records \ |###[ ICMPv6 MLDv2 - Multicast Address Record ]### | rtype = 2 | auxdata_len= 0 | sources_number= 0 | dst = ff02::2 | sources = [ ] | auxdata = b'' |###[ ICMPv6 MLDv2 - Multicast Address Record ]### | rtype = 2 | auxdata_len= 0 | sources_number= 0 | dst = ff02::1:ff00:1 | sources = [ ] | auxdata = b'' |###[ ICMPv6 MLDv2 - Multicast Address Record ]### | rtype = 2 | auxdata_len= 0 | sources_number= 0 | dst = ff02::1:ff3b:8 | sources = [ ] | auxdata = b''"
2025-09-18 12:23:52.352160,00:50:56:c0:00:02,"###[ Ethernet ]### dst = 33:33:ff:bb:53:17 src = 00:50:56:c0:00:02 type = IPv6 ###[ IPv6 ]### version = 6 tc = 0 fl = 0 plen = 32 nh = Hop-by-Hop Option Header hlim = 1 src = fe80::cbea:9338:c8bb:5317 dst = ff02::1:ffbb:5317 ###[ IPv6 Extension Header - Hop-by-Hop Options Header ]### nh = ICMPv6 len = 0 autopad = On \options \ |###[ Router Alert ]### | otype = Router Alert [00: skip, 0: Don't change en-route] | optlen = 2 | value = Datagram contains a MLD message |###[ PadN ]### | otype = PadN [00: skip, 0: Don't change en-route] | optlen = 0 | optdata = b'' ###[ MLD - Multicast Listener Report ]### type = MLD Report code = 0 cksum = 0x5f87 mrd = 0 reserved = 0 mladdr = ff02::1:ffbb:5317"
2025-09-18 12:23:52.352161,00:50:56:c0:00:02,"###[ Ethernet ]### dst = 33:33:00:01:00:03 src = 00:50:56:c0:00:02 type = IPv6 ###[ IPv6 ]### version = 6 tc = 0 fl = 0 plen = 32 nh = Hop-by-Hop Option Header hlim = 1 src = fe80::cbea:9338:c8bb:5317 dst = ff02::1:3 ###[ IPv6 Extension Header - Hop-by-Hop Options Header ]### nh = ICMPv6 len = 0 autopad = On \options \ |###[ Router Alert ]### | otype = Router Alert [00: skip, 0: Don't change en-route] | optlen = 2 | value = Datagram contains a MLD message |###[ PadN ]### | otype = PadN [00: skip, 0: Don't change en-route] | optlen = 0 | optdata = b'' ###[ MLD - Multicast Listener Report ]### type = MLD Report code = 0 cksum = 0x528 mrd = 0 reserved = 0 mladdr = ff02::1:3"
2025-09-18 12:23:52.352291,00:50:56:c0:00:02,"###[ Ethernet ]### dst = 33:33:00:00:00:fb src = 00:50:56:c0:00:02 type = IPv6 ###[ IPv6 ]### version = 6 tc = 0 fl = 0 plen = 32 nh = Hop-by-Hop Option Header hlim = 1 src = fe80::cbea:9338:c8bb:5317 dst = ff02::fb ###[ IPv6 Extension Header - Hop-by-Hop Options Header ]### nh = ICMPv6 len = 0 autopad = On \options \ |###[ Router Alert ]### | otype = Router Alert [00: skip, 0: Don't change en-route] | optlen = 2 | value = Datagram contains a MLD message |###[ PadN ]### | otype = PadN [00: skip, 0: Don't change en-route] | optlen = 0 | optdata = b'' ###[ MLD - Multicast Listener Report ]### type = MLD Report code = 0 cksum = 0x33a mrd = 0 reserved = 0 mladdr = ff02::fb"
2025-09-18 12:23:52.352377,00:50:56:c0:00:02,"###[ Ethernet ]### dst = 33:33:00:00:00:0c src = 00:50:56:c0:00:02 type = IPv6 ###[ IPv6 ]### version = 6 tc = 0 fl = 0 plen = 32 nh = Hop-by-Hop Option Header hlim = 1 src = fe80::cbea:9338:c8bb:5317 dst = ff02::c ###[ IPv6 Extension Header - Hop-by-Hop Options Header ]### nh = ICMPv6 len = 0 autopad = On \options \ |###[ Router Alert ]### | otype = Router Alert [00: skip, 0: Don't change en-route] | optlen = 2 | value = Datagram contains a MLD message |###[ PadN ]### | otype = PadN [00: skip, 0: Don't change en-route] | optlen = 0 | optdata = b'' ###[ MLD - Multicast Listener Report ]### type = MLD Report code = 0 cksum = 0x518 mrd = 0 reserved = 0 mladdr = ff02::c"
2025-09-18 12:23:52.354975,00:0c:29:77:3b:af,"###[ Ethernet ]### dst = 33:33:ff:d2:b0:ca src = 00:0c:29:77:3b:af type = IPv6 ###[ IPv6 ]### version = 6 tc = 0 fl = 0 plen = 32 nh = Hop-by-Hop Option Header hlim = 1 src = fe80::535:7b17:55d2:b0ca dst = ff02::1:ffd2:b0ca ###[ IPv6 Extension Header - Hop-by-Hop Options Header ]### nh = ICMPv6 len = 0 autopad = On \options \ |###[ Router Alert ]### | otype = Router Alert [00: skip, 0: Don't change en-route] | optlen = 2 | value = Datagram contains a MLD message |###[ PadN ]### | otype = PadN [00: skip, 0: Don't change en-route] | optlen = 0 | optdata = b'' ###[ MLD - Multicast Listener Report ]### type = MLD Report code = 0 cksum = 0x97ff mrd = 0 reserved = 0 mladdr = ff02::1:ffd2:b0ca"
2025-09-18 12:23:52.355584,00:50:56:c0:00:02,"###[ Ethernet ]### dst = 33:33:ff:bb:53:17 src = 00:50:56:c0:00:02 type = IPv6 ###[ IPv6 ]### version = 6 tc = 0 fl = 0 plen = 32 nh = Hop-by-Hop Option Header hlim = 1 src = fe80::cbea:9338:c8bb:5317 dst = ff02::1:ffbb:5317 ###[ IPv6 Extension Header - Hop-by-Hop Options Header ]### nh = ICMPv6 len = 0 autopad = On \options \ |###[ Router Alert ]### | otype = Router Alert [00: skip, 0: Don't change en-route] | optlen = 2 | value = Datagram contains a MLD message |###[ PadN ]### | otype = PadN [00: skip, 0: Don't change en-route] | optlen = 0 | optdata = b'' ###[ MLD - Multicast Listener Report ]### type = MLD Report code = 0 cksum = 0x5f87 mrd = 0 reserved = 0 mladdr = ff02::1:ffbb:5317"
