time,MAC,packet
2025-09-18 12:23:49.604716,00:0c:29:c2:dc:18,###[ Ethernet ]### dst = ca:01:07:3b:00:08 src = 00:0c:29:c2:dc:18 type = IPv4 ###[ IP ]### version = 4 ihl = 5 tos = 0x0 len = 78 id = 54882 flags = DF frag = 0 ttl = 64 proto = udp chksum = 0xe2e7 src = 192.168.0.3 dst = 192.168.0.1 \options \ ###[ UDP ]### sport = 11039 dport = domain len = 58 chksum = 0x81a0 ###[ DNS ]### id = 55887 qr = 0 opcode = QUERY aa = 0 tc = 0 rd = 1 ra = 0 z = 0 ad = 0 cd = 0 rcode = ok qdcount = 1 ancount = 0 nscount = 0 arcount = 0 \qd \ |###[ DNS Question Record ]### | qname = b'mobile.events.data.microsoft.com.' | qtype = AAAA | unicastresponse= 0 | qclass = IN \an \ \ns \ \ar \
2025-09-18 12:23:49.604833,00:0c:29:c2:dc:18,###[ Ethernet ]### dst = ca:01:07:3b:00:08 src = 00:0c:29:c2:dc:18 type = IPv4 ###[ IP ]### version = 4 ihl = 5 tos = 0x0 len = 78 id = 18770 flags = DF frag = 0 ttl = 64 proto = udp chksum = 0x6ff8 src = 192.168.0.3 dst = 192.168.0.1 \options \ ###[ UDP ]### sport = 17663 dport = domain len = 58 chksum = 0x81a0 ###[ DNS ]### id = 12575 qr = 0 opcode = QUERY aa = 0 tc = 0 rd = 1 ra = 0 z = 0 ad = 0 cd = 0 rcode = ok qdcount = 1 ancount = 0 nscount = 0 arcount = 0 \qd \ |###[ DNS Question Record ]### | qname = b'mobile.events.data.microsoft.com.' | qtype = A | unicastresponse= 0 | qclass = IN \an \ \ns \ \ar \
2025-09-18 12:23:49.604905,00:0c:29:c2:dc:18,###[ Ethernet ]### dst = ca:01:07:3b:00:08 src = 00:0c:29:c2:dc:18 type = IPv4 ###[ IP ]### version = 4 ihl = 5 tos = 0x0 len = 78 id = 17152 flags = DF frag = 0 ttl = 64 proto = udp chksum = 0x764a src = 192.168.0.3 dst = 192.168.0.1 \options \ ###[ UDP ]### sport = 63131 dport = domain len = 58 chksum = 0x81a0 ###[ DNS ]### id = 42040 qr = 0 opcode = QUERY aa = 0 tc = 0 rd = 1 ra = 0 z = 0 ad = 0 cd = 0 rcode = ok qdcount = 1 ancount = 0 nscount = 0 arcount = 0 \qd \ |###[ DNS Question Record ]### | qname = b'mobile.events.data.microsoft.com.' | qtype = HTTPS | unicastresponse= 0 | qclass = IN \an \ \ns \ \ar \
2025-09-18 12:23:49.614999,00:0c:29:c2:dc:18,###[ Ethernet ]### dst = ca:01:07:3b:00:08 src = 00:0c:29:c2:dc:18 type = IPv4 ###[ IP ]### version = 4 ihl = 5 tos = 0x0 len = 78 id = 45337 flags = DF frag = 0 ttl = 64 proto = udp chksum = 0x831 src = 192.168.0.3 dst = 192.168.0.1 \options \ ###[ UDP ]### sport = 28944 dport = domain len = 58 chksum = 0x81a0 ###[ DNS ]### id = 62251 qr = 0 opcode = QUERY aa = 0 tc = 0 rd = 1 ra = 0 z = 0 ad = 0 cd = 0 rcode = ok qdcount = 1 ancount = 0 nscount = 0 arcount = 0 \qd \ |###[ DNS Question Record ]### | qname = b'mobile.events.data.microsoft.com.' | qtype = AAAA | unicastresponse= 0 | qclass = IN \an \ \ns \ \ar \
2025-09-18 12:23:49.615143,00:0c:29:c2:dc:18,###[ Ethernet ]### dst = ca:01:07:3b:00:08 src = 00:0c:29:c2:dc:18 type = IPv4 ###[ IP ]### version = 4 ihl = 5 tos = 0x0 len = 78 id = 58722 flags = DF frag = 0 ttl = 64 proto = udp chksum = 0xd3e7 src = 192.168.0.3 dst = 192.168.0.1 \options \ ###[ UDP ]### sport = 21988 dport = domain len = 58 chksum = 0x81a0 ###[ DNS ]### id = 47638 qr = 0 opcode = QUERY aa = 0 tc = 0 rd = 1 ra = 0 z = 0 ad = 0 cd = 0 rcode = ok qdcount = 1 ancount = 0 nscount = 0 arcount = 0 \qd \ |###[ DNS Question Record ]### | qname = b'mobile.events.data.microsoft.com.' | qtype = A | unicastresponse= 0 | qclass = IN \an \ \ns \ \ar \
2025-09-18 12:23:49.615324,00:0c:29:c2:dc:18,###[ Ethernet ]### dst = ca:01:07:3b:00:08 src = 00:0c:29:c2:dc:18 type = IPv4 ###[ IP ]### version = 4 ihl = 5 tos = 0x0 len = 78 id = 8036 flags = DF frag = 0 ttl = 64 proto = udp chksum = 0x99e6 src = 192.168.0.3 dst = 192.168.0.1 \options \ ###[ UDP ]### sport = 8027 dport = domain len = 58 chksum = 0x81a0 ###[ DNS ]### id = 64901 qr = 0 opcode = QUERY aa = 0 tc = 0 rd = 1 ra = 0 z = 0 ad = 0 cd = 0 rcode = ok qdcount = 1 ancount = 0 nscount = 0 arcount = 0 \qd \ |###[ DNS Question Record ]### | qname = b'mobile.events.data.microsoft.com.' | qtype = HTTPS | unicastresponse= 0 | qclass = IN \an \ \ns \ \ar \
2025-09-18 12:23:49.625903,00:0c:29:c2:dc:18,###[ Ethernet ]### dst = ca:01:07:3b:00:08 src = 00:0c:29:c2:dc:18 type = IPv4 ###[ IP ]### version = 4 ihl = 5 tos = 0x0 len = 78 id = 32835 flags = DF frag = 0 ttl = 64 proto = udp chksum = 0x3907 src = 192.168.0.3 dst = 192.168.0.1 \options \ ###[ UDP ]### sport = 46733 dport = domain len = 58 chksum = 0x81a0 ###[ DNS ]### id = 53097 qr = 0 opcode = QUERY aa = 0 tc = 0 rd = 1 ra = 0 z = 0 ad = 0 cd = 0 rcode = ok qdcount = 1 ancount = 0 nscount = 0 arcount = 0 \qd \ |###[ DNS Question Record ]### | qname = b'mobile.events.data.microsoft.com.' | qtype = A | unicastresponse= 0 | qclass = IN \an \ \ns \ \ar \
2025-09-18 12:23:49.625983,00:0c:29:c2:dc:18,###[ Ethernet ]### dst = ca:01:07:3b:00:08 src = 00:0c:29:c2:dc:18 type = IPv4 ###[ IP ]### version = 4 ihl = 5 tos = 0x0 len = 78 id = 32836 flags = DF frag = 0 ttl = 64 proto = udp chksum = 0x3906 src = 192.168.0.3 dst = 192.168.0.1 \options \ ###[ UDP ]### sport = 46733 dport = domain len = 58 chksum = 0x81a0 ###[ DNS ]### id = 1391 qr = 0 opcode = QUERY aa = 0 tc = 0 rd = 1 ra = 0 z = 0 ad = 0 cd = 0 rcode = ok qdcount = 1 ancount = 0 nscount = 0 arcount = 0 \qd \ |###[ DNS Question Record ]### | qname = b'mobile.events.data.microsoft.com.' | qtype = AAAA | unicastresponse= 0 | qclass = IN \an \ \ns \ \ar \
2025-09-18 12:23:49.635996,00:0c:29:c2:dc:18,###[ Ethernet ]### dst = ca:01:07:3b:00:08 src = 00:0c:29:c2:dc:18 type = IPv4 ###[ IP ]### version = 4 ihl = 5 tos = 0x0 len = 78 id = 41515 flags = DF frag = 0 ttl = 64 proto = udp chksum = 0x171f src = 192.168.0.3 dst = 192.168.0.1 \options \ ###[ UDP ]### sport = 34430 dport = domain len = 58 chksum = 0x81a0 ###[ DNS ]### id = 53097 qr = 0 opcode = QUERY aa = 0 tc = 0 rd = 1 ra = 0 z = 0 ad = 0 cd = 0 rcode = ok qdcount = 1 ancount = 0 nscount = 0 arcount = 0 \qd \ |###[ DNS Question Record ]### | qname = b'mobile.events.data.microsoft.com.' | qtype = A | unicastresponse= 0 | qclass = IN \an \ \ns \ \ar \
2025-09-18 12:23:49.636049,00:0c:29:c2:dc:18,###[ Ethernet ]### dst = ca:01:07:3b:00:08 src = 00:0c:29:c2:dc:18 type = IPv4 ###[ IP ]### version = 4 ihl = 5 tos = 0x0 len = 78 id = 41516 flags = DF frag = 0 ttl = 64 proto = udp chksum = 0x171e src = 192.168.0.3 dst = 192.168.0.1 \options \ ###[ UDP ]### sport = 34430 dport = domain len = 58 chksum = 0x81a0 ###[ DNS ]### id = 1391 qr = 0 opcode = QUERY aa = 0 tc = 0 rd = 1 ra = 0 z = 0 ad = 0 cd = 0 rcode = ok qdcount = 1 ancount = 0 nscount = 0 arcount = 0 \qd \ |###[ DNS Question Record ]### | qname = b'mobile.events.data.microsoft.com.' | qtype = AAAA | unicastresponse= 0 | qclass = IN \an \ \ns \ \ar \
2025-09-18 12:23:52.351560,00:0c:29:c2:dc:18,"###[ Ethernet ]### dst = 33:33:00:00:00:01 src = 00:0c:29:c2:dc:18 type = IPv6 ###[ IPv6 ]### version = 6 tc = 0 fl = 0 plen = 32 nh = Hop-by-Hop Option Header hlim = 1 src = fe80::2cc4:e237:ed99:86bb dst = ff02::1 ###[ IPv6 Extension Header - Hop-by-Hop Options Header ]### nh = ICMPv6 len = 0 autopad = On \options \ |###[ Router Alert ]### | otype = Router Alert [00: skip, 0: Don't change en-route] | optlen = 2 | value = Datagram contains a MLD message |###[ PadN ]### | otype = PadN [00: skip, 0: Don't change en-route] | optlen = 0 | optdata = b'' ###[ MLD - Multicast Listener Query ]### type = MLD Query code = 0 cksum = 0xfcd5 mrd = 1 reserved = 0 mladdr = ::"
2025-09-18 12:23:52.355010,00:0c:29:c2:dc:18,"###[ Ethernet ]### dst = 33:33:00:00:00:01 src = 00:0c:29:c2:dc:18 type = IPv6 ###[ IPv6 ]### version = 6 tc = 0 fl = 0 plen = 32 nh = Hop-by-Hop Option Header hlim = 1 src = fe80::2cc4:e237:ed99:86bb dst = ff02::1 ###[ IPv6 Extension Header - Hop-by-Hop Options Header ]### nh = ICMPv6 len = 0 autopad = On \options \ |###[ Router Alert ]### | otype = Router Alert [00: skip, 0: Don't change en-route] | optlen = 2 | value = Datagram contains a MLD message |###[ PadN ]### | otype = PadN [00: skip, 0: Don't change en-route] | optlen = 0 | optdata = b'' ###[ MLD - Multicast Listener Query ]### type = MLD Query code = 0 cksum = 0xfcd5 mrd = 1 reserved = 0 mladdr = ::"
2025-09-18 12:23:52.408082,00:0c:29:c2:dc:18,###[ Ethernet ]### dst = 33:33:00:00:00:01 src = 00:0c:29:c2:dc:18 type = IPv6 ###[ IPv6 ]### version = 6 tc = 0 fl = 0 plen = 8 nh = ICMPv6 hlim = 64 src = 2001:a:b:c:2f3b:681d:45b5:b57b dst = ff02::1 ###[ ICMPv6 Echo Request ]### type = Echo Request code = 0 cksum = 0xcd9e id = 0x6f seq = 0x0 data = b''
2025-09-18 12:23:52.460086,00:0c:29:c2:dc:18,###[ Ethernet ]### dst = 33:33:00:00:00:01 src = 00:0c:29:c2:dc:18 type = IPv6 ###[ IPv6 ]### version = 6 tc = 0 fl = 0 plen = 8 nh = ICMPv6 hlim = 64 src = fe80::2cc4:e237:ed99:86bb dst = ff02::1 ###[ ICMPv6 Echo Request ]### type = Echo Request code = 0 cksum = 0xfe77 id = 0x6f seq = 0x0 data = b''
2025-09-18 12:23:52.495473,00:0c:29:c2:dc:18,"###[ Ethernet ]### dst = 33:33:00:00:00:01 src = 00:0c:29:c2:dc:18 type = IPv6 ###[ IPv6 ]### version = 6 tc = 0 fl = 0 plen = 16 nh = Destination Option Header hlim = 64 src = 2001:a:b:c:2f3b:681d:45b5:b57b dst = ff02::1 ###[ IPv6 Extension Header - Destination Options Header ]### nh = ICMPv6 len = 0 autopad = On \options \ |###[ Scapy6 Unknown Option ]### | otype = 128 [10: discard+ICMP, 0: Don't change en-route] | optlen = 0 | optdata = b'' |###[ PadN ]### | otype = PadN [00: skip, 0: Don't change en-route] | optlen = 2 | optdata = b'\x00\x00' ###[ Raw ]### load = b'\xfe\x00O/\x00\xde\x00\x00'"
2025-09-18 12:23:52.539812,00:0c:29:c2:dc:18,"###[ Ethernet ]### dst = 33:33:00:00:00:01 src = 00:0c:29:c2:dc:18 type = IPv6 ###[ IPv6 ]### version = 6 tc = 0 fl = 0 plen = 16 nh = Destination Option Header hlim = 64 src = fe80::2cc4:e237:ed99:86bb dst = ff02::1 ###[ IPv6 Extension Header - Destination Options Header ]### nh = ICMPv6 len = 0 autopad = On \options \ |###[ Scapy6 Unknown Option ]### | otype = 128 [10: discard+ICMP, 0: Don't change en-route] | optlen = 0 | optdata = b'' |###[ PadN ]### | otype = PadN [00: skip, 0: Don't change en-route] | optlen = 2 | optdata = b'\x00\x00' ###[ Raw ]### load = b'\xfe\x00\x80\x08\x00\xde\x00\x00'"
2025-09-18 12:23:52.580455,00:0c:29:c2:dc:18,"###[ Ethernet ]### dst = 33:33:00:00:00:01 src = 00:0c:29:c2:dc:18 type = IPv6 ###[ IPv6 ]### version = 6 tc = 0 fl = 0 plen = 16 nh = Destination Option Header hlim = 64 src = 2001:a:b:c:2f3b:681d:45b5:b57b dst = ff02::1 ###[ IPv6 Extension Header - Destination Options Header ]### nh = ICMPv6 len = 0 autopad = On \options \ |###[ Scapy6 Unknown Option ]### | otype = 128 [10: discard+ICMP, 0: Don't change en-route] | optlen = 0 | optdata = b'' |###[ PadN ]### | otype = PadN [00: skip, 0: Don't change en-route] | optlen = 2 | optdata = b'\x00\x00' ###[ ICMPv6 Echo Request ]### type = Echo Request code = 0 cksum = 0xccc0 id = 0x14d seq = 0x0 data = b''"
2025-09-18 12:23:52.637277,00:0c:29:c2:dc:18,"###[ Ethernet ]### dst = 33:33:00:00:00:01 src = 00:0c:29:c2:dc:18 type = IPv6 ###[ IPv6 ]### version = 6 tc = 0 fl = 0 plen = 16 nh = Destination Option Header hlim = 64 src = fe80::2cc4:e237:ed99:86bb dst = ff02::1 ###[ IPv6 Extension Header - Destination Options Header ]### nh = ICMPv6 len = 0 autopad = On \options \ |###[ Scapy6 Unknown Option ]### | otype = 128 [10: discard+ICMP, 0: Don't change en-route] | optlen = 0 | optdata = b'' |###[ PadN ]### | otype = PadN [00: skip, 0: Don't change en-route] | optlen = 2 | optdata = b'\x00\x00' ###[ ICMPv6 Echo Request ]### type = Echo Request code = 0 cksum = 0xfd99 id = 0x14d seq = 0x0 data = b''"
2025-09-18 12:23:52.684375,00:0c:29:c2:dc:18,"###[ Ethernet ]### dst = 33:33:00:00:00:01 src = 00:0c:29:c2:dc:18 type = IPv6 ###[ IPv6 ]### version = 6 tc = 0 fl = 0 plen = 16 nh = Hop-by-Hop Option Header hlim = 255 src = 2001:a:b:c:2f3b:681d:45b5:b57b dst = ff02::1 ###[ IPv6 Extension Header - Hop-by-Hop Options Header ]### nh = ICMPv6 len = 0 autopad = On \options \ |###[ Scapy6 Unknown Option ]### | otype = 255 [11: discard+ICMP not mcast, 1: May change en-route] | optlen = 3 | optdata = b'\x00\x00\x00' |###[ Pad1 ]### | otype = Pad1 [00: skip, 0: Don't change en-route] ###[ ICMPv6 Echo Request ]### type = Echo Request code = 0 cksum = 0xcc51 id = 0x1bc seq = 0x0 data = b''"
2025-09-18 12:23:52.727388,00:0c:29:c2:dc:18,"###[ Ethernet ]### dst = 33:33:00:00:00:01 src = 00:0c:29:c2:dc:18 type = IPv6 ###[ IPv6 ]### version = 6 tc = 0 fl = 0 plen = 16 nh = Hop-by-Hop Option Header hlim = 255 src = fe80::2cc4:e237:ed99:86bb dst = ff02::1 ###[ IPv6 Extension Header - Hop-by-Hop Options Header ]### nh = ICMPv6 len = 0 autopad = On \options \ |###[ Scapy6 Unknown Option ]### | otype = 255 [11: discard+ICMP not mcast, 1: May change en-route] | optlen = 3 | optdata = b'\x00\x00\x00' |###[ Pad1 ]### | otype = Pad1 [00: skip, 0: Don't change en-route] ###[ ICMPv6 Echo Request ]### type = Echo Request code = 0 cksum = 0xfd2a id = 0x1bc seq = 0x0 data = b''"
2025-09-18 12:23:52.767573,00:0c:29:c2:dc:18,###[ Ethernet ]### dst = 33:33:00:00:00:02 src = 00:0c:29:c2:dc:18 type = IPv6 ###[ IPv6 ]### version = 6 tc = 0 fl = 0 plen = 16 nh = ICMPv6 hlim = 255 src = fe80::2cc4:e237:ed99:86bb dst = ff02::2 ###[ ICMPv6 Neighbor Discovery - Router Solicitation ]### type = Router Solicitation code = 0 cksum = 0xf2f5 res = 0 ###[ ICMPv6 Neighbor Discovery Option - Source Link-Layer Address ]### type = 1 len = 1 lladdr = 00:0c:29:c2:dc:18
2025-09-18 12:23:52.786959,00:0c:29:c2:dc:18,"###[ Ethernet ]### dst = 33:33:00:00:00:16 src = 00:0c:29:c2:dc:18 type = IPv6 ###[ IPv6 ]### version = 6 tc = 0 fl = 0 plen = 56 nh = Hop-by-Hop Option Header hlim = 1 src = fe80::2cc4:e237:ed99:86bb dst = ff02::16 ###[ IPv6 Extension Header - Hop-by-Hop Options Header ]### nh = ICMPv6 len = 0 autopad = On \options \ |###[ Router Alert ]### | otype = Router Alert [00: skip, 0: Don't change en-route] | optlen = 2 | value = Datagram contains a MLD message |###[ PadN ]### | otype = PadN [00: skip, 0: Don't change en-route] | optlen = 0 | optdata = b'' ###[ MLDv2 - Multicast Listener Report ]### type = MLD Report Version 2 res = 0 cksum = 0xae18 reserved = 0 records_number= 2 \records \ |###[ ICMPv6 MLDv2 - Multicast Address Record ]### | rtype = 4 | auxdata_len= 0 | sources_number= 0 | dst = ff02::1:ffb5:b57b | sources = [ ] | auxdata = b'' |###[ ICMPv6 MLDv2 - Multicast Address Record ]### | rtype = 4 | auxdata_len= 0 | sources_number= 0 | dst = ff02::1:ff99:86bb | sources = [ ] | auxdata = b''"
2025-09-18 12:23:52.811811,00:0c:29:c2:dc:18,###[ Ethernet ]### dst = 01:00:5e:00:00:01 src = 00:0c:29:c2:dc:18 type = IPv4 ###[ IP ]### version = 4 ihl = 5 tos = 0xc0 len = 32 id = 1 flags = frag = 0 ttl = 1 proto = igmp chksum = 0x186f src = 192.168.0.3 dst = 224.0.0.1 \options \ ###[ IGMPv3 ]### type = Membership Query mrcode = 2 chksum = 0xeefd ###[ IGMPv3mq ]### gaddr = 0.0.0.0 resv = 0 s = 0 qrv = 0 qqic = 0 numsrc = 0 srcaddrs = []
2025-09-18 12:23:52.814097,00:0c:29:c2:dc:18,###[ Ethernet ]### dst = 01:00:5e:00:00:01 src = 00:0c:29:c2:dc:18 type = IPv4 ###[ IP ]### version = 4 ihl = 5 tos = 0xc0 len = 32 id = 1 flags = frag = 0 ttl = 1 proto = igmp chksum = 0x186f src = 192.168.0.3 dst = 224.0.0.1 \options \ ###[ IGMPv3 ]### type = Membership Query mrcode = 2 chksum = 0xeefd ###[ IGMPv3mq ]### gaddr = 0.0.0.0 resv = 0 s = 0 qrv = 0 qqic = 0 numsrc = 0 srcaddrs = []
2025-09-18 12:23:52.851491,00:0c:29:c2:dc:18,###[ Ethernet ]### dst = 01:00:5e:00:00:01 src = 00:0c:29:c2:dc:18 type = IPv4 ###[ IP ]### version = 4 ihl = 5 tos = 0xc0 len = 32 id = 1 flags = frag = 0 ttl = 1 proto = igmp chksum = 0x186f src = 192.168.0.3 dst = 224.0.0.1 \options \ ###[ IGMPv3 ]### type = Membership Query mrcode = 2 chksum = 0xefc ###[ IGMPv3mq ]### gaddr = 224.0.0.1 resv = 0 s = 0 qrv = 0 qqic = 0 numsrc = 0 srcaddrs = []
2025-09-18 12:23:52.852521,00:0c:29:c2:dc:18,###[ Ethernet ]### dst = 01:00:5e:00:00:01 src = 00:0c:29:c2:dc:18 type = IPv4 ###[ IP ]### version = 4 ihl = 5 tos = 0xc0 len = 32 id = 1 flags = frag = 0 ttl = 1 proto = igmp chksum = 0x186f src = 192.168.0.3 dst = 224.0.0.1 \options \ ###[ IGMPv3 ]### type = Membership Query mrcode = 2 chksum = 0xefc ###[ IGMPv3mq ]### gaddr = 224.0.0.1 resv = 0 s = 0 qrv = 0 qqic = 0 numsrc = 0 srcaddrs = []
